exchange,exchange_token,trading_symbol,groww_symbol,name,instrument_type,segment,series,isin,lot_size,tick_size,buy_allowed,sell_allowed,internal_trading_symbol,is_intraday
BSE,539218,SAUMYA,BSE-SAUMYA,Saumya Consultants,EQ,CASH,X,INE563C01015,1.0,0.05,1,1,SAUMYA,0
BSE,539353,SALAUTO,BSE-SALAUTO,Sal Automotive,EQ,CASH,X,INE724G01014,1.0,0.05,1,1,SALAUTO,0
BSE,539378,SML,BSE-SML,Soni Medicare,EQ,CASH,XT,INE848R01018,1.0,0.05,1,1,SML,0
BSE,539334,SHREEPUSHK,BSE-SHREEPUSHK,Shree Pushkar Chem,EQ,CASH,B,INE712K01011,1.0,0.05,1,1,SHREEPUSHK,0
BSE,539300,SUNRAKSHAK,BSE-SUNRAKSHAK,Sunrakshakk Indust.,EQ,CASH,X,INE671K01027,1.0,0.05,1,1,SUNRAKSHAK,0
BSE,539278,SYMBIOX,BSE-SYMBIOX,Symbiox Investment,EQ,CASH,XT,INE653R01012,1.0,0.01,1,1,SYMBIOX,0
BSE,539399,BELLACASA,BSE-BELLACASA,Bella Casa Fashion,EQ,CASH,B,INE344T01014,1.0,0.05,1,1,BELLACASA,0
BSE,539226,RUDRA,BSE-RUDRA,Rudra Global Infra,EQ,CASH,X,INE027T01023,1.0,0.01,1,1,RUDRA,0
BSE,539437,IDFCFIRSTB,BSE-IDFCFIRSTB,IDFC First Bank,EQ,CASH,A,INE092T01019,1.0,0.01,1,1,IDFCFIRSTB,0
BSE,539383,MAHAVEER,BSE-MAHAVEER,Mahaveer Infoway,EQ,CASH,Z,INE019D01016,1.0,0.01,1,1,MAHAVEER,0
BSE,539270,NXXIX1Z,BSE-NXXIX1Z,RXXIX1Z,EQ,CASH,F,INF204KA16J7,1.0,0.01,0,1,NXXIX1Z,0
BSE,539436,COFFEEDAY,BSE-COFFEEDAY,Coffee Day Entr,EQ,CASH,T,INE335K01011,1.0,0.01,1,1,COFFEEDAY,0
BSE,539301,ARVSMART,BSE-ARVSMART,Arvind Smartspaces,EQ,CASH,B,INE034S01021,1.0,0.05,1,1,ARVSMART,0
BSE,539265,AMRAFIN,BSE-AMRAFIN,Amrapali Fincap,EQ,CASH,MT,INE990S01016,1200.0,0.01,1,1,AMRAFIN,0
BSE,539402,NAKSH,BSE-NAKSH,Naksh Precious Metal,EQ,CASH,B,INE256S01012,1.0,0.01,1,1,NAKSH,0
BSE,539216,GARMNTMNTR,BSE-GARMNTMNTR,Garment Mantra,EQ,CASH,B,INE653S01028,1.0,0.01,1,1,GARMNTMNTR,0
BSE,539313,UTINIFTETF,BSE-UTINIFTETF,UTINIFTETF,EQ,CASH,B,INF789F1AZC0,1.0,0.01,1,1,UTINIFTETF,0
BSE,539220,MISHKA,BSE-MISHKA,Mishka Exim,EQ,CASH,XT,INE540S01019,1.0,0.01,1,1,MISHKA,0
BSE,539255,STARDELTA,BSE-STARDELTA,Star Delta Trans,EQ,CASH,X,INE541K01014,1.0,0.05,1,1,STARDELTA,0
BSE,539404,SATIN,BSE-SATIN,Satin Creditcare,EQ,CASH,B,INE836B01017,1.0,0.05,1,1,SATIN,0
BSE,539288,AVI,BSE-AVI,AVI Polymers,EQ,CASH,X,INE897N01014,1.0,0.01,1,1,AVI,0
BSE,539217,SRESTHA,BSE-SRESTHA,Srestha Finvest,EQ,CASH,X,INE606K01049,1.0,0.01,1,1,SRESTHA,0
BSE,539314,UNIAUTO,BSE-UNIAUTO,Universal Auto,EQ,CASH,B,INE203T01012,1.0,0.01,1,1,UNIAUTO,0
BSE,539251,BALKRISHNA,BSE-BALKRISHNA,Balkrishna Paper,EQ,CASH,B,INE875R01011,1.0,0.01,1,1,BALKRISHNA,0
BSE,539309,RAMASTEEL,BSE-RAMASTEEL,Rama Steel Tubes,EQ,CASH,B,INE230R01035,1.0,0.01,1,1,RAMASTEEL,0
BSE,539290,OSWALGREEN,BSE-OSWALGREEN,Oswal Greentech,EQ,CASH,B,INE143A01010,1.0,0.01,1,1,OSWALGREEN,0
BSE,539384,KRISHNACAP,BSE-KRISHNACAP,Krishna Capital,EQ,CASH,XT,INE897B01019,1.0,0.01,1,1,KRISHNACAP,0
BSE,539310,THINKINK,BSE-THINKINK,Thinkink Picturez,EQ,CASH,X,INE365S01045,1.0,0.01,1,1,THINKINK,0
BSE,539273,PECOS,BSE-PECOS,Pecos Hotels,EQ,CASH,MT,INE484S01010,500.0,0.05,1,1,PECOS,0
BSE,539405,DITCO,BSE-DITCO,Decorous Invest,EQ,CASH,XT,INE183R01010,1.0,0.01,1,1,DITCO,0
BSE,539336,GUJGASLTD,BSE-GUJGASLTD,Gujarat Gas,EQ,CASH,A,INE844O01030,1.0,0.05,1,1,GUJGASLTD,0
BSE,539269,NXXIX1X,BSE-NXXIX1X,RXXIX1X,EQ,CASH,F,INF204KA17J5,1.0,0.01,0,1,NXXIX1X,0
BSE,539252,SHYAMCENT,BSE-SHYAMCENT,Shyam Century,EQ,CASH,B,INE979R01011,1.0,0.01,1,1,SHYAMCENT,0
BSE,539253,SURYAINDIA,BSE-SURYAINDIA,Surya India,EQ,CASH,X,INE446E01019,1.0,0.01,1,1,SURYAINDIA,0
BSE,539435,RFSL,BSE-RFSL,Richfield Fin Sers,EQ,CASH,X,INE201C01012,1.0,0.01,1,1,RFSL,0
BSE,539439,IPRU8934,BSE-IPRU8934,IPRU8934,EQ,CASH,F,INF109KB1NW8,1.0,0.01,0,1,IPRU8934,0
BSE,539406,SWAGTAM,BSE-SWAGTAM,Swagtam Trading,EQ,CASH,X,INE150R01019,1.0,0.01,1,1,SWAGTAM,0
BSE,539221,SPORTKING,BSE-SPORTKING,Sportking India,EQ,CASH,B,INE885H01029,1.0,0.01,1,1,SPORTKING,0
BSE,539359,PRITIKAUTO,BSE-PRITIKAUTO,Pritika Auto Industr,EQ,CASH,B,INE583R01029,1.0,0.01,1,1,PRITIKAUTO,0
BSE,539268,SYNGENE,BSE-SYNGENE,Syngene Intl,EQ,CASH,A,INE398R01022,1.0,0.05,1,1,SYNGENE,0
BSE,539407,GENCON,BSE-GENCON,Generic Engg,EQ,CASH,B,INE854S01022,1.0,0.01,1,1,GENCON,0
BSE,539276,KAYA,BSE-KAYA,Kaya,EQ,CASH,T,INE587G01015,1.0,0.05,1,1,KAYA,0
BSE,539438,IPRU8933,BSE-IPRU8933,IPRU8933,EQ,CASH,F,INF109KB1NV0,1.0,0.01,0,1,IPRU8933,0
BSE,539335,CHPLIND,BSE-CHPLIND,Callista Industries,EQ,CASH,XT,INE714Q01014,1.0,0.01,1,1,CHPLIND,0
BSE,539527,CREATIVE,BSE-CREATIVE,Creative Castings,EQ,CASH,X,INE146E01015,1.0,0.05,1,1,CREATIVE,0
BSE,539585,IPRU8947,BSE-IPRU8947,IPRU8947,EQ,CASH,F,INF109KB1PE1,1.0,0.01,0,1,IPRU8947,0
BSE,539506,ADCON,BSE-ADCON,Adcon Capital Serv,EQ,CASH,XT,INE805Q01028,1.0,0.01,1,1,ADCON,0
BSE,539561,REMLIFE,BSE-REMLIFE,Remedium Lifecare,EQ,CASH,X,INE549S01036,1.0,0.01,1,1,REMLIFE,0
BSE,539659,KAMATS,BSE-KAMATS,Vikram Kamats Hospit,EQ,CASH,B,INE564S01019,1.0,0.01,1,1,KAMATS,0
BSE,539524,LALPATHLAB,BSE-LALPATHLAB,Dr Lal PathLabs,EQ,CASH,A,INE600L01024,1.0,0.05,1,1,LALPATHLAB,0
BSE,539680,GANGAPHARM,BSE-GANGAPHARM,Ganga Pharma,EQ,CASH,MT,INE615T01017,8000.0,0.01,1,1,GANGAPHARM,0
BSE,539559,DDIL,BSE-DDIL,Deep Diamond India,EQ,CASH,XT,INE005G01026,1.0,0.01,1,1,DDIL,0
BSE,539544,ABHIINFRA,BSE-ABHIINFRA,Abhishek Infraven,EQ,CASH,X,INE281P01016,1.0,0.01,1,1,ABHIINFRA,0
BSE,539593,SHIVA,BSE-SHIVA,Shivansh Finserve,EQ,CASH,X,INE728Q01014,1.0,0.01,1,1,SHIVA,0
BSE,539678,QUICKHEAL,BSE-QUICKHEAL,Quick Heal Tech,EQ,CASH,B,INE306L01010,1.0,0.05,1,1,QUICKHEAL,0
BSE,539730,FREDUN,BSE-FREDUN,Fredun Pharma,EQ,CASH,XT,INE194R01017,1.0,0.05,1,1,FREDUN,0
BSE,539455,ARYAVAN,BSE-ARYAVAN,Ecofinity Atomix,EQ,CASH,X,INE360S01012,1.0,0.01,1,1,ARYAVAN,0
BSE,539453,IPRU2733,BSE-IPRU2733,IPRU2733,EQ,CASH,F,INF109KB1OB0,1.0,0.01,0,1,IPRU2733,0
BSE,539470,SHREEGANES,BSE-SHREEGANES,Shree Ganesh BioTech,EQ,CASH,X,INE051N01026,1.0,0.01,1,1,SHREEGANES,0
BSE,539492,GARBIFIN,BSE-GARBIFIN,Garbi Finvest,EQ,CASH,X,INE721C01019,1.0,0.01,1,1,GARBIFIN,0
BSE,539679,KAPILRAJ,BSE-KAPILRAJ,Kapil Raj Finance,EQ,CASH,X,INE332Q01023,1.0,0.01,1,1,KAPILRAJ,0
BSE,539545,APOORVA,BSE-APOORVA,Apoorva Leasing,EQ,CASH,X,INE217S01014,1.0,0.01,1,1,APOORVA,0
BSE,539562,AARNAV,BSE-AARNAV,Aarnav Fashions,EQ,CASH,X,INE750R01016,1.0,0.01,1,1,AARNAV,0
BSE,539598,CGFL,BSE-CGFL,Oracle Credit,EQ,CASH,X,INE727C01024,1.0,0.01,1,1,CGFL,0
BSE,539551,NH,BSE-NH,Narayana Hrudayalaya,EQ,CASH,A,INE410P01011,1.0,0.05,1,1,NH,0
BSE,539584,SIPTL,BSE-SIPTL,Sharanam Infra,EQ,CASH,X,INE104S01022,1.0,0.01,1,1,SIPTL,0
BSE,539533,ELITECON,BSE-ELITECON,Elitecon Intl,EQ,CASH,T,INE669R01026,1.0,0.05,1,1,ELITECON,0
BSE,539452,IPRU8936,BSE-IPRU8936,IPRU8936,EQ,CASH,F,INF109KB1OE4,1.0,0.01,0,1,IPRU8936,0
BSE,539526,SCTL,BSE-SCTL,Suncare Traders,EQ,CASH,X,INE452S01025,1.0,0.01,1,1,SCTL,0
BSE,539686,KPEL,BSE-KPEL,KP ENERGY,EQ,CASH,A,INE127T01021,1.0,0.05,1,1,KPEL,0
BSE,539574,SCL,BSE-SCL,Sunshine Capital,EQ,CASH,XT,INE974F01025,1.0,0.01,1,1,SCL,0
BSE,539697,HILIKS,BSE-HILIKS,Hiliks Technologies,EQ,CASH,XT,INE966Q01010,1.0,0.01,1,1,HILIKS,0
BSE,539586,IPRU8948,BSE-IPRU8948,IPRU8948,EQ,CASH,F,INF109KB1PF8,1.0,0.01,0,1,IPRU8948,0
BSE,539542,LUXIND,BSE-LUXIND,Lux Industries,EQ,CASH,B,INE150G01020,1.0,0.05,1,1,LUXIND,0
BSE,539479,GTV,BSE-GTV,GTV Engineering,EQ,CASH,X,INE910R01024,1.0,0.01,1,1,GTV,0
BSE,539519,SATTVASUKU,BSE-SATTVASUKU,Sattva Sukun Lifecar,EQ,CASH,X,INE280E01038,1.0,0.01,1,1,SATTVASUKU,0
BSE,539450,SHK,BSE-SHK,SH Kelkar & Co,EQ,CASH,B,INE500L01026,1.0,0.05,1,1,SHK,0
BSE,539673,RCL,BSE-RCL,Radhagobind Comm,EQ,CASH,Z,INE792P01020,1.0,0.01,1,1,RCL,0
BSE,539495,RAJKOTINV,BSE-RAJKOTINV,Rajkot Investment,EQ,CASH,X,INE176R01014,1.0,0.01,1,1,RAJKOTINV,0
BSE,539560,ABHIJIT,BSE-ABHIJIT,Abhijit Trading,EQ,CASH,XT,INE994N01019,1.0,0.01,1,1,ABHIJIT,0
BSE,539596,DELTA,BSE-DELTA,Delta Industrial,EQ,CASH,X,INE681Q01015,1.0,0.01,1,1,DELTA,0
BSE,539449,IGCIL,BSE-IGCIL,IGC Industries,EQ,CASH,X,INE099S01016,1.0,0.01,1,1,IGCIL,0
BSE,539662,BFLAFL,BSE-BFLAFL,BFL Asset Finvest,EQ,CASH,X,INE948Q01018,1.0,0.01,1,1,BFLAFL,0
BSE,539517,HDFCSENSEX,BSE-HDFCSENSEX,HDFCSENSEX,EQ,CASH,A,INF179KC1HX2,1.0,0.01,1,1,HDFCSENSEX,0
BSE,539523,ALKEM,BSE-ALKEM,Alkem Laboratories,EQ,CASH,A,INE540L01014,1.0,0.05,1,1,ALKEM,0
BSE,539454,IPRU2734,BSE-IPRU2734,IPRU2734,EQ,CASH,F,INF109KB1OC8,1.0,0.01,0,1,IPRU2734,0
BSE,539621,BCLENTERPR,BSE-BCLENTERPR,BCL Enterprises,EQ,CASH,X,INE368E01023,1.0,0.01,1,1,BCLENTERPR,0
BSE,539510,IPRU2738,BSE-IPRU2738,IPRU2738,EQ,CASH,F,INF109KB1OO3,1.0,0.01,0,1,IPRU2738,0
BSE,539522,GROVY,BSE-GROVY,Grovy India,EQ,CASH,X,INE343C01012,1.0,0.01,1,1,GROVY,0
BSE,539480,LICNETFN50,BSE-LICNETFN50,LICNETFN50,EQ,CASH,B,INF767K01OS7,1.0,0.01,1,1,LICNETFN50,0
BSE,539521,NAVIGANT,BSE-NAVIGANT,Navigant Corp Adv,EQ,CASH,MT,INE364T01012,1250.0,0.01,1,1,NAVIGANT,0
BSE,539681,DAL,BSE-DAL,Dynamic Archistruct,EQ,CASH,X,INE874E01012,1.0,0.01,1,1,DAL,0
BSE,539607,BLUECLOUDS,BSE-BLUECLOUDS,Blue Cloud Softech,EQ,CASH,B,INE373T01047,1.0,0.01,1,1,BLUECLOUDS,0
BSE,539550,IPRU2742,BSE-IPRU2742,IPRU2742,EQ,CASH,F,INF109KB1OW6,1.0,0.01,0,1,IPRU2742,0
BSE,539543,VALLEY,BSE-VALLEY,Valley Magnesite,EQ,CASH,X,INE834E01016,1.0,0.01,1,1,VALLEY,0
BSE,539468,TFSL,BSE-TFSL,Typhoon Financial,EQ,CASH,XT,INE761R01013,1.0,0.01,1,1,TFSL,0
BSE,539724,HYPERSOFT,BSE-HYPERSOFT,Hypersoft Tech,EQ,CASH,XT,INE039D01014,1.0,0.01,1,1,HYPERSOFT,0
BSE,539444,IPRU2732,BSE-IPRU2732,IPRU2732,EQ,CASH,F,INF109KB1NU2,1.0,0.01,0,1,IPRU2732,0
BSE,539549,IPRU2741,BSE-IPRU2741,IPRU2741,EQ,CASH,F,INF109KB1OV8,1.0,0.01,0,1,IPRU2741,0
BSE,539660,BESTAGRO,BSE-BESTAGRO,Best Agrolife,EQ,CASH,B,INE052T01013,1.0,0.05,1,1,BESTAGRO,0
BSE,539599,KEL,BSE-KEL,Kotia Enterprises,EQ,CASH,X,INE079C01012,1.0,0.01,1,1,KEL,0
BSE,539552,FMEC,BSE-FMEC,F Mec Intl Fin Serv,EQ,CASH,X,INE108T01013,1.0,0.05,1,1,FMEC,0
BSE,539487,LICNETFSEN,BSE-LICNETFSEN,LICNETFSEN,EQ,CASH,A,INF767K01OT5,1.0,0.01,1,1,LICNETFSEN,0
BSE,539441,IPRU2731,BSE-IPRU2731,IPRU2731,EQ,CASH,F,INF109KB1NT4,1.0,0.01,0,1,IPRU2731,0
BSE,539469,PANORAMA,BSE-PANORAMA,Panorama Studios,EQ,CASH,B,INE258R01028,1.0,0.05,1,1,PANORAMA,0
BSE,539658,TEAMLEASE,BSE-TEAMLEASE,TeamLease Services,EQ,CASH,A,INE985S01024,1.0,0.05,1,1,TEAMLEASE,0
BSE,539508,IPRU8940,BSE-IPRU8940,IPRU8940,EQ,CASH,F,INF109KB1OQ8,1.0,0.01,0,1,IPRU8940,0
BSE,539691,RGCORP,BSE-RGCORP,Real Growth Corp,EQ,CASH,XT,INE836D01013,1.0,0.01,1,1,RGCORP,0
BSE,539725,GOKULAGRO,BSE-GOKULAGRO,Gokul Agro Resources,EQ,CASH,B,INE314T01033,1.0,0.05,1,1,GOKULAGRO,0
BSE,539636,PRECAM,BSE-PRECAM,Precision Camshafts,EQ,CASH,B,INE484I01029,1.0,0.05,1,1,PRECAM,0
BSE,539546,AGRIBIO,BSE-AGRIBIO,Agribio Spirits,EQ,CASH,X,INE679E01015,1.0,0.05,1,1,AGRIBIO,0
BSE,539448,INDIGO,BSE-INDIGO,Interglobe Aviation,EQ,CASH,A,INE646L01027,1.0,0.05,1,1,INDIGO,0
BSE,539682,MOBAVENUE,BSE-MOBAVENUE,Mobavenue Ai Tech,EQ,CASH,B,INE622Q01019,1.0,0.05,1,1,MOBAVENUE,0
BSE,539548,IPRU8944,BSE-IPRU8944,IPRU8944,EQ,CASH,F,INF109KB1OY2,1.0,0.01,0,1,IPRU8944,0
BSE,539620,KEIL,BSE-KEIL,Kanoria Enr & Infra.,EQ,CASH,X,INE534E01020,1.0,0.01,1,1,KEIL,0
BSE,539742,SIMBHALS,BSE-SIMBHALS,Simbhaoli Sugars,EQ,CASH,Z,INE748T01016,1.0,0.01,1,1,SIMBHALS,0
BSE,539516,HDFCNIFTY,BSE-HDFCNIFTY,HDFCNIFTY,EQ,CASH,B,INF179KC1965,1.0,0.01,1,1,HDFCNIFTY,0
BSE,539692,IFINSER,BSE-IFINSER,Interactive Fin Serv,EQ,CASH,X,INE064T01018,1.0,0.01,1,1,IFINSER,0
BSE,539669,RGF,BSE-RGF,RGF Cap Markets,EQ,CASH,XT,INE684D01025,1.0,0.01,1,1,RGF,0
BSE,539515,QUINT,BSE-QUINT,Quint Digital,EQ,CASH,X,INE641R01017,1.0,0.01,1,1,QUINT,0
BSE,539594,MISHTANN,BSE-MISHTANN,Mishtann Foods,EQ,CASH,X,INE094S01041,1.0,0.01,1,1,MISHTANN,0
BSE,539518,UDAYJEW,BSE-UDAYJEW,Uday Jewellery,EQ,CASH,X,INE551B01012,1.0,0.05,1,1,UDAYJEW,0
BSE,539494,SMARTFIN,BSE-SMARTFIN,Smart Finsec,EQ,CASH,X,INE766D01020,1.0,0.01,1,1,SMARTFIN,0
BSE,539661,ACEMEN,BSE-ACEMEN,ACE men engg works,EQ,CASH,XT,INE023R01018,1.0,0.01,1,1,ACEMEN,0
BSE,539683,SHIVKAMAL,BSE-SHIVKAMAL,Shiv Kamal Impex,EQ,CASH,XT,INE429R01017,1.0,0.01,1,1,SHIVKAMAL,0
BSE,539488,TFLL,BSE-TFLL,Tirupati Finlease,EQ,CASH,XT,INE027S01017,1.0,0.01,1,1,TFLL,0
BSE,539507,IPRU8939,BSE-IPRU8939,IPRU8939,EQ,CASH,F,INF109KB1OP0,1.0,0.01,0,1,IPRU8939,0
BSE,539547,IPRU8943,BSE-IPRU8943,IPRU8943,EQ,CASH,F,INF109KB1OX4,1.0,0.01,0,1,IPRU8943,0
BSE,540048,SPAL,BSE-SPAL,SP Apparels,EQ,CASH,B,INE212I01016,1.0,0.05,1,1,SPAL,0
BSE,539992,LLOYDSENGG,BSE-LLOYDSENGG,Lloyds Engr Works,EQ,CASH,A,INE093R01011,1.0,0.01,1,1,LLOYDSENGG,0
BSE,539864,GHUSHINE,BSE-GHUSHINE,Ghushine Fintrrade,EQ,CASH,MT,INE009U01011,10000.0,0.01,1,1,GHUSHINE,0
BSE,539819,MUDRA,BSE-MUDRA,Mudra Financial,EQ,CASH,X,INE967S01014,1.0,0.01,1,1,MUDRA,0
BSE,539956,TAALENT,BSE-TAALENT,TAAL Tech,EQ,CASH,X,INE524T01011,1.0,0.05,1,1,TAALENT,0
BSE,539807,INFIBEAM,BSE-INFIBEAM,Infibeam Avenues,EQ,CASH,A,INE483S01020,1.0,0.01,1,1,INFIBEAM,0
BSE,540062,GOLDENCREST,BSE-GOLDENCREST,Golden Crest Edu,EQ,CASH,X,INE222U01010,1.0,0.05,1,1,GOLDENCREST,0
BSE,539760,RELICAB,BSE-RELICAB,Relicab Cable,EQ,CASH,B,INE773T01014,1.0,0.01,1,1,RELICAB,0
BSE,540080,DHATRE,BSE-DHATRE,Dhatre Udyog,EQ,CASH,X,INE715T01031,1.0,0.01,1,1,DHATRE,0
BSE,539799,BHARATWIRE,BSE-BHARATWIRE,Bharat Wire Ropes,EQ,CASH,B,INE316L01019,1.0,0.05,1,1,BHARATWIRE,0
BSE,539945,NV20IETF,BSE-NV20IETF,ICICINV20,EQ,CASH,B,INF109KC11V0,1.0,0.01,1,1,NV20IETF,0
BSE,539963,ZEAL,BSE-ZEAL,Zeal Aqua,EQ,CASH,X,INE819S01025,1.0,0.01,1,1,ZEAL,0
BSE,539946,BAZELINTER,BSE-BAZELINTER,Bazel International,EQ,CASH,X,INE217E01014,1.0,0.01,1,1,BAZELINTER,0
BSE,539894,MADHAVIPL,BSE-MADHAVIPL,Madhav Infra Proj,EQ,CASH,X,INE631R01026,1.0,0.01,1,1,MADHAVIPL,0
BSE,540023,COLORCHIPS,BSE-COLORCHIPS,Colorchips Media,EQ,CASH,X,INE621I01042,1.0,0.01,1,1,COLORCHIPS,0
BSE,540065,RBLBANK,BSE-RBLBANK,RBL Bank,EQ,CASH,A,INE976G01028,1.0,0.05,1,1,RBLBANK,0
BSE,540004,IPRU9029,BSE-IPRU9029,IPRU9029,EQ,CASH,F,INF109KB1XC9,1.0,0.01,0,1,IPRU9029,0
BSE,539837,RPEL,BSE-RPEL,Raghav Productivity,EQ,CASH,B,INE912T01018,1.0,0.05,1,1,RPEL,0
BSE,540081,SABEVENTS,BSE-SABEVENTS,SAB Events,EQ,CASH,T,INE860T01019,1.0,0.01,1,1,SABEVENTS,0
BSE,540066,AMS,BSE-AMS,AMS Polymers,EQ,CASH,XT,INE345U01019,1.0,0.01,1,1,AMS,0
BSE,540073,BLS,BSE-BLS,BLS Intl Serv,EQ,CASH,A,INE153T01027,1.0,0.05,1,1,BLS,0
BSE,539839,FRANKLIN,BSE-FRANKLIN,Franklin Leasing,EQ,CASH,M,INE399S01010,4000.0,0.01,1,1,FRANKLIN,0
BSE,540072,SHIVAEXPO,BSE-SHIVAEXPO,Shiva Granito,EQ,CASH,M,INE191V01015,10000.0,0.01,1,1,SHIVAEXPO,0
BSE,539875,RSDFIN,BSE-RSDFIN,RSD Finance,EQ,CASH,X,INE616F01022,1.0,0.05,1,1,RSDFIN,0
BSE,539835,SUPERIOR,BSE-SUPERIOR,Superior Finlease,EQ,CASH,X,INE574R01028,1.0,0.01,1,1,SUPERIOR,0
BSE,539843,NINSYS,BSE-NINSYS,NINtec Systems,EQ,CASH,B,INE395U01014,1.0,0.05,1,1,NINSYS,0
BSE,540005,LTIM,BSE-LTIM,LTIMindtree,EQ,CASH,A,INE214T01019,1.0,0.05,1,1,LTIM,0
BSE,539889,PARAGMILK,BSE-PARAGMILK,Parag Milk Foods,EQ,CASH,B,INE883N01014,1.0,0.05,1,1,PARAGMILK,0
BSE,540008,BSLSENETFG,BSE-BSLSENETFG,BSLSENETFG,EQ,CASH,A,INF209KB10E8,1.0,0.01,1,1,BSLSENETFG,0
BSE,539900,DIDL,BSE-DIDL,Dalmia Industrial Dev,EQ,CASH,X,INE642P01019,1.0,0.01,1,1,DIDL,0
BSE,539997,KPL,BSE-KPL,Kwality Pharma,EQ,CASH,B,INE552U01010,1.0,0.05,1,1,KPL,0
BSE,540025,ADVENZYMES,BSE-ADVENZYMES,Advanced Enzyme,EQ,CASH,A,INE837H01020,1.0,0.05,1,1,ADVENZYMES,0
BSE,539978,QUESS,BSE-QUESS,Quess Corp,EQ,CASH,A,INE615P01015,1.0,0.05,1,1,QUESS,0
BSE,539961,BSLDAFSIDD,BSE-BSLDAFSIDD,BSLDAFSIDD,EQ,CASH,F,INF209KB1044,1.0,0.01,0,1,BSLDAFSIDD,0
BSE,539814,LELAVOIR,BSE-LELAVOIR,Le Lavoir,EQ,CASH,X,INE204S01012,1.0,0.05,1,1,LELAVOIR,0
BSE,540063,ECS,BSE-ECS,ECS Biztech,EQ,CASH,XT,INE925Q01024,1.0,0.01,1,1,ECS,0
BSE,539788,KDML,BSE-KDML,Khemani Distributors,EQ,CASH,MT,INE030U01025,1200.0,0.05,1,1,KDML,0
BSE,539800,CHDCHEM,BSE-CHDCHEM,CHD Chemicals,EQ,CASH,X,INE043U01010,1.0,0.01,1,1,CHDCHEM,0
BSE,539871,THYROCARE,BSE-THYROCARE,Thyrocare Tech,EQ,CASH,B,INE594H01019,1.0,0.05,1,1,THYROCARE,0
BSE,539834,BALGOPAL,BSE-BALGOPAL,Balgopal Commercial,EQ,CASH,X,INE119R01014,1.0,0.05,1,1,BALGOPAL,0
BSE,539761,VKAL,BSE-VKAL,Vantage Knowledge,EQ,CASH,X,INE427T01025,1.0,0.01,1,1,VKAL,0
BSE,539773,ADVIKCA,BSE-ADVIKCA,Advik Capital,EQ,CASH,X,INE178T01024,1.0,0.01,1,1,ADVIKCA,0
BSE,539927,LIKHAMI,BSE-LIKHAMI,Likhami Consulting,EQ,CASH,XT,INE920T01011,1.0,0.05,1,1,LIKHAMI,0
BSE,539980,MIDSELIETF,BSE-MIDSELIETF,MIDSELIETF,EQ,CASH,B,INF109KC10W0,1.0,0.01,1,1,MIDSELIETF,0
BSE,539960,BSLDAFSIDG,BSE-BSLDAFSIDG,BSLDAFSIDG,EQ,CASH,F,INF209KB1036,1.0,0.01,0,1,BSLDAFSIDG,0
BSE,539911,SNIM,BSE-SNIM,Svarnim Trade Udyog,EQ,CASH,XT,INE730R01042,1.0,0.01,1,1,SNIM,0
BSE,539798,UMIYA,BSE-UMIYA,Umiya Tubes,EQ,CASH,X,INE173U01015,1.0,0.01,1,1,UMIYA,0
BSE,539831,IPRU2795,BSE-IPRU2795,IPRU2795,EQ,CASH,F,INF109KB1TI4,1.0,0.01,0,1,IPRU2795,0
BSE,540006,EASTWEST,BSE-EASTWEST,East West Freight,EQ,CASH,X,INE595R01023,1.0,0.01,1,1,EASTWEST,0
BSE,539854,HALDER,BSE-HALDER,Halder Venture,EQ,CASH,X,INE115S01010,1.0,0.05,1,1,HALDER,0
BSE,539785,PDMJEPAPER,BSE-PDMJEPAPER,Pudumjee Paper,EQ,CASH,B,INE865T01018,1.0,0.05,1,1,PDMJEPAPER,0
BSE,540061,BIGBLOC,BSE-BIGBLOC,Bigbloc Construction,EQ,CASH,B,INE412U01025,1.0,0.01,1,1,BIGBLOC,0
BSE,539830,IPRU2794,BSE-IPRU2794,IPRU2794,EQ,CASH,F,INF109KB1TH6,1.0,0.01,0,1,IPRU2794,0
BSE,539922,RGIL,BSE-RGIL,Rotographics India,EQ,CASH,XT,INE364S01014,1.0,0.05,1,1,RGIL,0
BSE,539787,HCG,BSE-HCG,Healthcare Global,EQ,CASH,A,INE075I01017,1.0,0.05,1,1,HCG,0
BSE,539985,TITAANIUM,BSE-TITAANIUM,Titaanium Ten Entr,EQ,CASH,M,INE120V01014,1000.0,0.05,1,1,TITAANIUM,0
BSE,540026,LAHL,BSE-LAHL,Ladam Affordable,EQ,CASH,X,INE213U01019,1.0,0.01,1,1,LAHL,0
BSE,539957,MGL,BSE-MGL,Mahanagar Gas,EQ,CASH,A,INE002S01010,1.0,0.05,1,1,MGL,0
BSE,539991,CFEL,BSE-CFEL,Confidence Futuristic,EQ,CASH,X,INE700F01024,1.0,0.01,1,1,CFEL,0
BSE,539762,MEAPL,BSE-MEAPL,Modern Converters,EQ,CASH,X,INE250S01015,1.0,0.01,1,1,MEAPL,0
BSE,540047,DBL,BSE-DBL,Dilip Buildcon,EQ,CASH,A,INE917M01012,1.0,0.05,1,1,DBL,0
BSE,539959,BSLDAFSIRD,BSE-BSLDAFSIRD,BSLDAFSIRD,EQ,CASH,F,INF209KB1028,1.0,0.01,0,1,BSLDAFSIRD,0
BSE,539947,JLL,BSE-JLL,Jindal Leasefin,EQ,CASH,X,INE919T01013,1.0,0.01,1,1,JLL,0
